,Unnamed: 0,latitude,longitude,property_type,room_type,beds,accommodates,price,number_of_reviews,review_scores_rating,host_is_superhost,host_listings_count,host_total_listings_count
23454,30133,40.68848,-73.97752,Private room in rental unit,Private room,1.0,1,66.0,149,4.78,False,2.0,3.0
23455,30134,40.7001,-73.92957,Private room in rental unit,Private room,1.0,2,95.0,60,4.98,True,1.0,2.0
23457,30136,40.72867,-74.00379,Private room in rental unit,Private room,2.0,2,70.0,1,5.0,False,1.0,2.0
23458,30138,40.74363,-73.85835,Entire rental unit,Entire home/apt,3.0,2,80.0,81,4.9,True,1.0,1.0
23459,30139,40.8374,-73.94762,Entire rental unit,Entire home/apt,2.0,3,165.0,21,4.62,False,1.0,2.0
23460,30140,40.67222,-73.93028,Private room in rental unit,Private room,1.0,2,336.0,27,4.96,True,2.0,10.0
23461,30141,40.67222,-73.93028,Private room in rental unit,Private room,1.0,2,50.0,33,4.91,True,2.0,10.0
23462,30142,40.72604,-73.946,Entire rental unit,Entire home/apt,3.0,6,125.0,2,5.0,False,2.0,4.0
23463,30145,40.75598,-73.99524,Entire rental unit,Entire home/apt,1.0,4,120.0,2,5.0,True,4.0,6.0
23464,30146,40.75537,-73.99368,Entire rental unit,Entire home/apt,4.0,6,150.0,125,4.79,True,4.0,6.0
23465,30147,40.68798,-73.94069,Entire rental unit,Entire home/apt,2.0,4,199.0,3,5.0,False,1.0,1.0
23466,30148,40.70451,-73.93059,Private room in rental unit,Private room,1.0,2,50.0,12,4.33,False,1.0,4.0
23467,30149,40.72909,-73.98874,Private room in rental unit,Private room,1.0,1,85.0,48,4.56,False,1.0,1.0
23468,30150,40.631990515444,-73.90783549751508,Entire vacation home,Entire home/apt,1.0,2,58.0,15,4.6,False,1.0,5.0
23469,30151,40.72921,-73.95833,Entire loft,Entire home/apt,1.0,2,364.0,175,4.93,True,2.0,9.0
23470,30152,40.70199,-73.98366,Entire rental unit,Entire home/apt,1.0,2,414.0,280,4.91,True,2.0,9.0
23471,30154,40.70632,-74.01219,Entire rental unit,Entire home/apt,2.0,3,399.0,14,4.86,True,3.0,4.0
23472,30156,40.76304,-73.82087,Entire rental unit,Entire home/apt,2.0,4,90.0,26,4.73,False,1.0,1.0
23473,30157,40.7325,-73.7939,Entire guest suite,Entire home/apt,1.0,2,46.0,311,4.85,True,2.0,2.0
23474,30158,40.68131,-73.94122,Entire rental unit,Entire home/apt,1.0,2,120.0,1,2.0,False,1.0,3.0
23475,30159,40.81039,-73.94308,Entire condo,Entire home/apt,3.0,6,690.0,49,4.8,True,1.0,2.0
23476,30161,40.79222,-73.94628,Entire rental unit,Entire home/apt,1.0,3,150.0,1,4.0,False,1.0,1.0
23477,30162,40.6783,-73.97247,Entire rental unit,Entire home/apt,1.0,5,160.0,4,5.0,False,1.0,1.0
23478,30164,40.73632,-73.99304,Entire rental unit,Entire home/apt,1.0,2,315.0,3,5.0,False,5.0,5.0
23479,30165,40.7239145767153,-73.81678408489155,Entire rental unit,Entire home/apt,1.0,2,105.0,222,4.85,True,1.0,1.0
23480,30166,40.70788,-73.95378,Entire condo,Entire home/apt,2.0,4,249.0,4,4.5,False,1.0,1.0
23481,30167,40.71715,-73.98932,Entire rental unit,Entire home/apt,1.0,2,91.0,2,4.0,False,1.0,3.0
23482,30168,40.74455,-73.97151,Entire rental unit,Entire home/apt,2.0,4,175.0,16,5.0,False,1.0,1.0
23483,30169,40.71421,-73.81859,Entire rental unit,Entire home/apt,1.0,3,73.0,69,4.67,True,1.0,1.0
23486,30172,40.69062,-73.97354,Private room in home,Private room,1.0,2,180.0,155,4.92,True,2.0,2.0
23487,30173,40.69194,-73.97389,Private room in home,Private room,2.0,2,205.0,347,4.88,True,2.0,2.0
23488,30174,40.686103216413954,-73.94285640949306,Shared room in rental unit,Shared room,2.0,2,154.0,217,4.78,True,1.0,5.0
23489,30175,40.71368,-73.95575,Entire loft,Entire home/apt,1.0,2,222.0,5,5.0,False,1.0,1.0
23490,30176,40.7118,-73.85015,Entire guest suite,Entire home/apt,1.0,2,104.0,24,4.75,True,4.0,17.0
23491,30178,40.77355,-73.94891,Entire rental unit,Entire home/apt,1.0,2,110.0,8,4.75,False,1.0,1.0
23492,30179,40.78751,-73.97834,Private room in rental unit,Private room,1.0,2,157.0,28,5.0,True,5.0,5.0
23493,30181,40.7376,-73.9952,Entire condo,Entire home/apt,1.0,3,386.0,9,5.0,False,1.0,1.0
23494,30183,40.69125640286608,-73.92201135040925,Private room in casa particular,Private room,1.0,1,67.0,43,4.95,True,3.0,6.0
23495,30184,40.80352,-73.96551,Private room in rental unit,Private room,1.0,1,150.0,38,4.97,False,1.0,2.0
23496,30186,40.73025,-73.9882,Entire rental unit,Entire home/apt,1.0,3,153.0,59,4.9,False,1.0,1.0
23497,30187,40.6320671,-73.92222319999999,Entire home,Entire home/apt,2.0,4,185.0,15,4.87,True,1.0,1.0
23498,30189,40.72764,-73.95304,Entire rental unit,Entire home/apt,1.0,4,191.0,7,4.57,False,3.0,7.0
23499,30190,40.80843123361517,-73.94492628639922,Entire rental unit,Entire home/apt,5.0,8,393.0,127,4.69,False,1.0,1.0
23500,30191,40.67758,-73.94276,Private room in home,Private room,4.0,2,385.0,81,4.93,True,1.0,1.0
23502,30194,40.7642,-73.99133,Entire rental unit,Entire home/apt,1.0,2,189.0,1,0.0,False,1.0,1.0
23503,30195,40.73974,-73.9995,Entire rental unit,Entire home/apt,2.0,5,325.0,2,4.5,False,1.0,3.0
23504,30196,40.69835,-73.92459,Private room in rental unit,Private room,1.0,1,50.0,2,4.0,False,1.0,1.0
23505,30197,40.73251,-73.79392,Entire guest suite,Entire home/apt,1.0,1,51.0,282,4.82,True,1.0,2.0
23506,30199,40.6895,-73.9233,Private room in home,Private room,1.0,2,61.0,92,4.39,False,2.0,3.0
23507,30200,40.6885688,-73.9223191,Private room in home,Private room,1.0,2,60.0,21,4.62,False,2.0,3.0
23508,30201,40.69869182031873,-73.9935985462284,Entire rental unit,Entire home/apt,1.0,4,165.0,1,5.0,False,1.0,2.0
23509,30203,40.80504,-73.96454,Private room in rental unit,Private room,1.0,1,100.0,1,5.0,False,1.0,2.0
23510,30204,40.7406,-74.00022,Private room in rental unit,Private room,1.0,1,66.0,4,4.33,False,1.0,2.0
23511,30206,40.64482,-73.90814,Entire rental unit,Entire home/apt,1.0,2,85.0,1,5.0,False,3.0,3.0
23512,30208,40.66039,-73.95681,Entire loft,Entire home/apt,2.0,4,204.0,40,5.0,True,1.0,1.0
23513,30210,40.70942,-74.0088,Entire serviced apartment,Entire home/apt,4.0,5,800.0,2,5.0,False,2.0,4.0
23514,30211,40.77349,-73.95137,Entire rental unit,Entire home/apt,2.0,4,175.0,1,5.0,False,1.0,2.0
23515,30213,40.75944,-73.90805,Private room in rental unit,Private room,1.0,2,60.0,119,4.92,False,1.0,2.0
23516,30215,40.76886,-73.95488,Entire rental unit,Entire home/apt,1.0,2,100.0,18,4.81,False,1.0,4.0
23517,30216,40.71028,-73.95445,Private room in rental unit,Private room,1.0,2,80.0,4,4.67,False,1.0,2.0
23518,30217,40.68521,-73.91073,Private room in townhouse,Private room,1.0,2,45.0,8,3.8,False,1.0,1.0
23519,30218,40.75437,-73.81892,Private room in home,Private room,1.0,3,75.0,22,4.95,True,4.0,5.0
23520,30221,40.75597,-73.8203,Private room in home,Private room,1.0,2,55.0,17,4.59,True,4.0,5.0
23521,30222,40.81217709235852,-73.95364664020519,Shared room in rental unit,Shared room,1.0,1,88.0,6,4.33,False,1.0,13.0
23522,30225,40.76432,-73.97793,Entire serviced apartment,Entire home/apt,1.0,2,449.0,37,5.0,False,2.0,3.0
23523,30227,40.72788,-73.98628,Entire rental unit,Entire home/apt,2.0,2,199.0,399,4.37,False,1.0,1.0
23524,30228,40.68641,-73.99367,Entire rental unit,Entire home/apt,1.0,2,175.0,2,4.5,False,1.0,1.0
23525,30230,40.71984,-73.98077,Private room in rental unit,Private room,1.0,1,66.0,2,3.5,False,1.0,1.0
23526,30231,40.72248,-73.81372,Entire home,Entire home/apt,2.0,2,119.0,39,4.77,True,2.0,2.0
23527,30232,40.72297641345533,-73.81387778954078,Entire home,Entire home/apt,5.0,5,123.0,2,5.0,True,2.0,2.0
23528,30233,40.72359,-73.95676,Entire loft,Entire home/apt,1.0,2,400.0,12,4.83,False,2.0,4.0
23529,30235,40.73279,-73.99551,Entire rental unit,Entire home/apt,1.0,2,251.0,18,4.83,False,1.0,2.0
23530,30237,40.72395,-73.98202,Private room in rental unit,Private room,1.0,1,45.0,1,4.0,False,1.0,2.0
23531,30238,40.67107,-73.929,Private room in rental unit,Private room,2.0,2,50.0,6,4.33,False,1.0,3.0
23532,30239,40.751572,-73.823715,Private room in rental unit,Private room,1.0,2,51.0,24,4.5,False,4.0,4.0
23533,30240,40.75157,-73.82372,Private room in rental unit,Private room,1.0,2,45.0,16,3.88,False,4.0,4.0
23534,30241,40.75269,-73.82315,Private room in rental unit,Private room,1.0,1,35.0,13,4.85,False,4.0,4.0
23535,30242,40.75087,-73.82479,Private room in rental unit,Private room,1.0,2,48.0,18,4.22,False,4.0,4.0
23536,30243,40.67403,-73.94139,Entire rental unit,Entire home/apt,2.0,5,130.0,215,4.66,False,1.0,1.0
23537,30244,40.80086,-73.96195,Private room in rental unit,Private room,1.0,1,75.0,2,5.0,False,1.0,2.0
23538,30245,40.65471,-73.91331,Entire rental unit,Entire home/apt,2.0,4,262.0,8,5.0,False,2.0,2.0
23539,30246,40.65507,-73.9152,Entire rental unit,Entire home/apt,1.0,2,170.0,36,4.94,False,2.0,2.0
23540,30247,40.68182,-73.93579,Entire rental unit,Entire home/apt,1.0,2,100.0,1,5.0,False,1.0,2.0
23541,30248,40.82504,-73.92749,Private room in rental unit,Private room,1.0,2,60.0,16,4.86,False,1.0,1.0
23542,30249,40.76547,-73.81593,Private room in home,Private room,1.0,2,70.0,25,4.88,True,3.0,3.0
23543,30250,40.76505,-73.81761,Private room in home,Private room,2.0,3,85.0,29,4.9,True,3.0,3.0
23544,30251,40.76724,-73.81619,Entire home,Entire home/apt,3.0,6,250.0,4,5.0,True,3.0,3.0
23545,30252,40.68233,-73.88928,Entire rental unit,Entire home/apt,5.0,8,250.0,21,4.9,True,1.0,1.0
23546,30253,40.71567,-73.96319,Entire rental unit,Entire home/apt,2.0,4,234.0,33,4.76,False,2.0,3.0
23547,30255,40.6903,-73.95507,Entire loft,Entire home/apt,4.0,7,213.0,75,4.39,False,2.0,3.0
23548,30256,40.69152,-73.95548,Entire loft,Entire home/apt,5.0,8,170.0,40,4.35,False,2.0,3.0
23549,30257,40.81573,-73.96024,Entire rental unit,Entire home/apt,1.0,2,150.0,3,5.0,False,1.0,1.0
23550,30258,40.8117,-73.93907,Entire rental unit,Entire home/apt,1.0,2,121.0,44,4.43,False,1.0,1.0
23551,30259,40.68904,-73.94377,Entire townhouse,Entire home/apt,3.0,6,260.0,2,5.0,False,1.0,2.0
23552,30260,40.72584,-73.98808,Private room in rental unit,Private room,1.0,2,99.0,165,4.41,False,2.0,7.0
23553,30261,40.72361,-73.98693,Private room in rental unit,Private room,1.0,2,119.0,141,4.5,False,2.0,7.0
23554,30263,40.77144,-73.95511,Entire rental unit,Entire home/apt,1.0,4,175.0,15,4.87,False,1.0,1.0
23555,30264,40.7592,-73.76271,Private room in home,Private room,3.0,6,89.0,86,4.81,False,1.0,1.0
23556,30265,40.67135,-73.76719,Tiny home,Entire home/apt,4.0,5,155.0,5,4.8,False,1.0,1.0
23557,30266,40.73083960365032,-73.98725607384822,Entire condo,Entire home/apt,1.0,2,475.0,12,5.0,False,1.0,1.0
23558,30267,40.67015,-73.94673,Entire rental unit,Entire home/apt,3.0,4,149.0,2,4.5,False,1.0,2.0
23559,30268,40.72934,-73.99993,Private room in rental unit,Private room,1.0,2,80.0,34,4.16,False,1.0,3.0
23560,30270,40.66795,-73.97976,Entire condo,Entire home/apt,1.0,5,85.0,7,4.83,False,2.0,3.0
23561,30271,40.7273527,-73.8106833,Entire rental unit,Entire home/apt,1.0,2,92.0,54,4.74,True,1.0,2.0
23562,30273,40.628837086276064,-73.90861062424476,Entire home,Entire home/apt,1.0,2,116.0,14,4.71,True,1.0,2.0
23563,30274,40.75844,-73.92228,Private room in rental unit,Private room,1.0,2,115.0,15,4.93,True,1.0,3.0
23564,30275,40.74597,-73.98521,Entire condo,Entire home/apt,2.0,5,995.0,41,5.0,True,1.0,1.0
23565,30277,40.71478,-73.9883,Entire rental unit,Entire home/apt,2.0,6,185.0,4,4.75,False,2.0,5.0
23566,30278,40.72557067871094,-74.00360870361328,Private room in rental unit,Private room,1.0,2,125.0,457,4.68,True,1.0,10.0
23567,30279,40.69144,-73.99579,Private room in rental unit,Private room,1.0,2,119.0,1,5.0,False,1.0,2.0
23568,30280,40.7047790217148,-73.89046546820401,Entire rental unit,Entire home/apt,1.0,2,99.0,1,5.0,False,1.0,1.0
23569,30281,40.71102,-73.95851,Entire condo,Entire home/apt,1.0,1,195.0,18,5.0,False,1.0,2.0
23570,30282,40.68854,-73.97943,Entire rental unit,Entire home/apt,1.0,1,106.0,3,5.0,False,1.0,1.0
23571,30284,40.78847,-73.97177,Entire rental unit,Entire home/apt,1.0,2,195.0,15,4.57,False,2.0,2.0
23572,30285,40.62495810683316,-73.93891359850727,Entire home,Entire home/apt,3.0,5,200.0,5,5.0,False,1.0,2.0
23573,30286,40.79919153595661,-73.94434585466679,Private room in rental unit,Private room,1.0,1,100.0,26,4.81,False,3.0,6.0
23574,30289,40.69047,-73.95861,Entire loft,Entire home/apt,1.0,2,120.0,10,4.4,False,1.0,1.0
23575,30290,40.77741,-73.96258,Entire rental unit,Entire home/apt,2.0,6,521.0,248,4.88,True,1.0,3.0
23576,30291,40.71318,-73.98902,Entire condo,Entire home/apt,2.0,6,345.0,15,5.0,True,4.0,6.0
23577,30292,40.7129,-73.98897,Entire condo,Entire home/apt,2.0,6,310.0,6,5.0,True,4.0,6.0
23578,30293,40.71313,-73.98896,Entire condo,Entire home/apt,2.0,6,310.0,15,4.87,True,4.0,6.0
23580,30298,40.70692,-73.92276,Entire rental unit,Entire home/apt,1.0,2,108.0,4,3.5,False,1.0,1.0
23581,30299,40.71073,-73.9023,Private room in rental unit,Private room,1.0,1,80.0,62,4.82,False,1.0,1.0
23582,30300,40.68245,-73.97713,Entire rental unit,Entire home/apt,1.0,2,130.0,15,5.0,True,1.0,1.0
23583,30303,40.70977,-73.91657,Entire rental unit,Entire home/apt,1.0,2,95.0,25,4.58,False,1.0,1.0
23584,30304,40.72753,-74.00124,Entire rental unit,Entire home/apt,2.0,4,225.0,1,5.0,False,1.0,1.0
23585,30305,40.84594,-73.93584,Private room in rental unit,Private room,2.0,3,40.0,5,4.8,False,1.0,1.0
23586,30306,40.68965,-73.97417,Private room in townhouse,Private room,2.0,2,185.0,228,4.96,True,1.0,1.0
23587,30308,40.71381,-73.94052,Private room in rental unit,Private room,1.0,2,100.0,68,4.88,False,2.0,2.0
23588,30309,40.71348,-73.94207,Private room in rental unit,Private room,1.0,1,100.0,12,4.42,False,2.0,2.0
23589,30310,40.72615,-74.00225,Entire rental unit,Entire home/apt,1.0,3,100.0,1,2.0,False,1.0,2.0
23590,30311,40.7489,-73.99737,Entire rental unit,Entire home/apt,1.0,2,89.0,5,5.0,False,1.0,1.0
23591,30312,40.78073968148638,-73.97687369806326,Entire rental unit,Entire home/apt,2.0,4,189.0,9,4.44,False,3.0,15.0
23592,30313,40.7806931340828,-73.97675398477399,Entire rental unit,Entire home/apt,2.0,4,158.0,4,4.0,False,3.0,15.0
23593,30314,40.78071,-73.97881,Entire rental unit,Entire home/apt,2.0,4,167.0,4,5.0,False,3.0,15.0
23594,30315,40.76458,-73.99006,Private room in rental unit,Private room,1.0,4,190.0,3,5.0,False,1.0,1.0
23595,30316,40.67757,-73.99666,Entire rental unit,Entire home/apt,3.0,4,149.0,2,5.0,False,1.0,1.0
23596,30317,40.59762,-73.97744,Entire rental unit,Entire home/apt,2.0,4,125.0,92,4.93,True,5.0,5.0
23597,30318,40.59584,-73.9753,Entire rental unit,Entire home/apt,2.0,3,125.0,44,4.86,True,5.0,5.0
23598,30320,40.59616,-73.97537,Private room in guest suite,Private room,1.0,2,74.0,103,4.88,True,5.0,5.0
23600,30322,40.70329,-73.89344,Entire rental unit,Entire home/apt,3.0,4,90.0,12,3.0,False,5.0,9.0
23601,30323,40.68635,-73.94222,Private room in rental unit,Private room,3.0,2,110.0,18,4.89,False,2.0,4.0
23602,30324,40.73927,-73.99974,Entire rental unit,Entire home/apt,1.0,2,295.0,24,4.92,False,1.0,3.0
23603,30326,40.71689,-73.94429,Private room in rental unit,Private room,1.0,2,80.0,1,5.0,False,1.0,1.0
23604,30327,40.67181,-73.9526,Private room in rental unit,Private room,1.0,1,49.0,10,5.0,False,1.0,1.0
23605,30328,40.63862,-73.9116,Entire rental unit,Entire home/apt,2.0,4,147.0,253,4.85,True,1.0,1.0
23606,30329,40.79346,-73.94558,Entire rental unit,Entire home/apt,1.0,2,100.0,3,4.0,False,4.0,11.0
23608,30331,40.792664,-73.946701,Entire rental unit,Entire home/apt,1.0,2,100.0,4,4.5,False,4.0,11.0
23609,30332,40.79361,-73.94553,Private room in rental unit,Private room,1.0,2,100.0,2,5.0,False,4.0,11.0
23610,30333,40.6888998,-73.97373979999999,Entire rental unit,Entire home/apt,3.0,6,600.0,1,5.0,False,1.0,3.0
23611,30334,40.69589,-73.97285,Entire rental unit,Entire home/apt,2.0,2,65.0,5,4.6,False,1.0,1.0
23612,30335,40.7779,-73.98199,Entire rental unit,Entire home/apt,1.0,2,200.0,1,5.0,False,1.0,2.0
23613,30336,40.72262,-73.93944,Private room in rental unit,Private room,1.0,1,50.0,1,4.0,False,1.0,1.0
23614,30337,40.78255,-73.97922,Private room in rental unit,Private room,2.0,1,85.0,310,4.84,True,1.0,2.0
23615,30338,40.72967,-73.95352,Entire home,Entire home/apt,2.0,4,325.0,169,4.81,True,2.0,4.0
23616,30339,40.72741,-73.95466,Entire home,Entire home/apt,2.0,3,225.0,348,4.76,True,2.0,4.0
23617,30340,40.7995,-73.96466,Entire rental unit,Entire home/apt,1.0,2,150.0,6,3.8,False,2.0,8.0
23618,30342,40.69291,-73.94274,Private room in loft,Private room,1.0,2,90.0,1,0.0,False,2.0,2.0
23619,30343,40.6833612,-73.77714569999999,Entire home,Entire home/apt,3.0,6,252.0,9,4.56,False,1.0,1.0
23620,30344,40.68498,-73.9303,Private room in guesthouse,Private room,1.0,2,54.0,48,4.38,False,2.0,4.0
23621,30345,40.68388360710964,-73.93189022497423,Entire rental unit,Entire home/apt,2.0,4,109.0,9,4.33,False,2.0,4.0
23622,30346,40.6656,-73.81383,Entire guesthouse,Entire home/apt,5.0,6,248.0,122,4.76,False,2.0,2.0
23623,30347,40.69409,-73.92985,Entire condo,Entire home/apt,3.0,4,249.0,79,4.67,False,2.0,2.0
23624,30349,40.69952,-73.9412,Private room in loft,Private room,1.0,2,49.0,11,5.0,False,2.0,2.0
23625,30350,40.87553,-73.88601,Private room in rental unit,Private room,2.0,1,10.0,24,4.91,False,1.0,1.0
23626,30351,40.63849,-73.89873,Entire home,Entire home/apt,5.0,9,382.0,9,4.56,True,4.0,4.0
23627,30352,40.6394565,-73.8997251,Private room in home,Private room,1.0,2,75.0,2,5.0,True,4.0,4.0
23628,30353,40.63888,-73.89898,Private room in home,Private room,3.0,2,149.0,2,5.0,True,4.0,4.0
23629,30354,40.6394565,-73.8997251,Private room in home,Private room,1.0,1,64.0,7,5.0,True,4.0,4.0
23630,30355,40.65808,-73.98125,Private room in rental unit,Private room,1.0,2,24.0,130,4.36,False,1.0,3.0
23631,30356,40.78518,-73.97504,Entire condo,Entire home/apt,2.0,3,310.0,4,5.0,True,1.0,2.0
23632,30358,40.67989,-73.9775,Private room in rental unit,Private room,1.0,2,105.0,113,4.88,False,1.0,2.0
23633,30360,40.67521,-73.94838,Entire condo,Entire home/apt,1.0,4,99.0,10,4.9,False,1.0,1.0
23634,30361,40.58485,-73.95424,Entire condo,Entire home/apt,1.0,2,105.0,7,5.0,True,1.0,2.0
23635,30363,40.72393308317277,-73.97776633626654,Private room in condo,Private room,1.0,1,160.0,286,4.83,True,2.0,2.0
23636,30364,40.72372723229208,-73.97625850509617,Private room in condo,Private room,1.0,1,163.0,520,4.79,True,2.0,2.0
23637,30365,40.70281982421875,-73.9803466796875,Entire rental unit,Entire home/apt,1.0,3,101.0,20,4.35,False,1.0,1.0
23638,30366,40.82127,-73.95401,Private room in rental unit,Private room,1.0,2,60.0,83,4.88,False,2.0,2.0
23639,30367,40.82025086414534,-73.95622754486534,Private room in rental unit,Private room,1.0,2,59.0,5,5.0,False,2.0,2.0
23640,30368,40.7233835,-73.9811683,Private room in rental unit,Private room,1.0,2,113.0,5,5.0,False,1.0,3.0
23641,30369,40.70609,-73.94442,Entire condo,Entire home/apt,2.0,4,400.0,4,5.0,False,1.0,1.0
23642,30371,40.66032,-73.91457,Private room in home,Private room,1.0,2,60.0,3,5.0,False,1.0,1.0
23643,30372,40.71673,-73.81687,Entire serviced apartment,Entire home/apt,1.0,2,106.0,72,4.9,True,1.0,1.0
23644,30373,40.65442,-73.97842,Entire guest suite,Entire home/apt,2.0,2,79.0,49,4.82,False,6.0,10.0
23645,30374,40.65614,-73.97967,Entire rental unit,Entire home/apt,2.0,4,150.0,130,4.8,False,6.0,10.0
23646,30375,40.65673,-73.97932,Private room in guest suite,Private room,2.0,4,150.0,1,5.0,False,6.0,10.0
23647,30376,40.65653,-73.97776,Entire rental unit,Entire home/apt,3.0,5,168.0,2,5.0,False,6.0,10.0
23648,30377,40.65943,-73.97711,Entire rental unit,Entire home/apt,4.0,8,206.0,4,4.75,False,6.0,10.0
23649,30379,40.72814,-73.97912,Entire condo,Entire home/apt,2.0,4,231.0,316,4.72,False,2.0,3.0
23650,30380,40.78342,-73.97437,Entire rental unit,Entire home/apt,1.0,5,200.0,9,4.11,False,3.0,3.0
23651,30382,40.69109,-73.93874,Private room in rental unit,Private room,1.0,4,50.0,169,4.29,False,1.0,1.0
23652,30383,40.6689197,-73.7791106,Shared room in home,Shared room,1.0,2,160.0,3,5.0,False,1.0,1.0
23653,30384,40.65678,-73.93361,Private room in casa particular,Private room,1.0,1,60.0,26,4.92,True,1.0,3.0
23654,30385,40.6800733,-73.9394052,Entire rental unit,Entire home/apt,1.0,1,314.0,2,5.0,False,1.0,1.0
23655,30386,40.7366,-73.98675,Entire rental unit,Entire home/apt,1.0,2,190.0,9,4.88,False,1.0,3.0
23656,30387,40.68049,-73.94419,Private room in home,Private room,2.0,4,115.0,39,4.64,True,1.0,1.0
23657,30388,40.82772,-73.95284,Private room in rental unit,Private room,1.0,1,92.0,464,4.86,True,2.0,4.0
23658,30389,40.68278,-73.95549,Entire rental unit,Entire home/apt,2.0,2,193.0,39,4.87,True,3.0,3.0
23659,30390,40.70083,-73.92297,Private room in rental unit,Private room,1.0,1,80.0,9,4.78,False,1.0,1.0
23660,30391,40.78108,-73.95455,Entire rental unit,Entire home/apt,1.0,4,175.0,1,5.0,False,1.0,1.0
23661,30392,40.72014,-74.00148,Entire loft,Entire home/apt,2.0,4,399.0,35,4.77,True,2.0,2.0
23663,30394,40.68202,-73.88856,Entire rental unit,Entire home/apt,4.0,6,200.0,91,4.84,True,2.0,4.0
23664,30395,40.68231,-73.88693,Entire rental unit,Entire home/apt,3.0,4,125.0,15,4.6,True,2.0,4.0
23665,30397,40.7613,-73.98077,Entire rental unit,Entire home/apt,3.0,4,220.0,10,5.0,True,1.0,2.0
23666,30398,40.82441,-73.95107,Private room in rental unit,Private room,1.0,2,40.0,1,5.0,False,1.0,1.0
23667,30399,40.69286,-73.94714,Entire rental unit,Entire home/apt,1.0,2,97.0,8,4.88,False,1.0,1.0
23668,30400,40.70527,-73.89939,Entire townhouse,Entire home/apt,3.0,6,363.0,4,4.75,False,1.0,2.0
23669,30401,40.77881,-73.98559,Private room in rental unit,Private room,1.0,2,103.0,131,4.91,True,1.0,1.0
23670,30402,40.69642,-73.92357,Private room in rental unit,Private room,1.0,1,68.0,3,5.0,False,1.0,1.0
23671,30403,40.84933,-73.93424,Private room in rental unit,Private room,1.0,2,30.0,50,4.82,False,1.0,1.0
23672,30404,40.70967,-73.9404,Entire rental unit,Entire home/apt,1.0,2,218.0,5,5.0,True,1.0,1.0
23673,30405,40.7491,-73.94815,Entire rental unit,Entire home/apt,1.0,3,119.0,2,5.0,False,1.0,1.0
23674,30407,40.77303,-73.98742,Private room in rental unit,Private room,1.0,1,72.0,7,3.67,False,1.0,6.0
23675,30408,40.6836454,-73.7719405,Entire home,Entire home/apt,3.0,6,185.0,16,4.5,True,1.0,1.0
23676,30409,40.77622,-73.97961,Entire loft,Entire home/apt,2.0,1,300.0,3,4.67,False,1.0,3.0
23677,30410,40.62989,-73.97656,Private room in rental unit,Private room,1.0,1,40.0,2,4.5,False,1.0,1.0
23678,30411,40.71931,-73.94844,Entire rental unit,Entire home/apt,1.0,2,123.0,2,5.0,False,1.0,1.0
23679,30412,40.72193,-73.98532,Entire rental unit,Entire home/apt,1.0,2,180.0,1,5.0,False,1.0,2.0
23680,30413,40.69159,-73.91556,Private room in rental unit,Private room,1.0,1,58.0,88,4.89,True,3.0,6.0
23681,30414,40.69159,-73.91556,Private room in rental unit,Private room,1.0,1,57.0,64,4.95,True,3.0,6.0
23682,30415,40.69159,-73.91556,Private room in rental unit,Private room,1.0,1,45.0,59,4.9,True,3.0,6.0
23683,30416,40.74349,-73.8564,Entire rental unit,Entire home/apt,1.0,2,124.0,34,4.88,True,1.0,1.0
23684,30417,40.80645,-73.94145,Entire condo,Entire home/apt,1.0,2,130.0,1,5.0,False,1.0,1.0
23685,30418,40.74011698116894,-73.99969348277205,Entire rental unit,Entire home/apt,1.0,2,330.0,2,5.0,False,1.0,6.0
23686,30419,40.6519,-73.94845,Entire condo,Entire home/apt,2.0,4,150.0,5,4.4,False,1.0,2.0
23687,30420,40.71333,-73.99513,Entire rental unit,Entire home/apt,1.0,2,175.0,3,5.0,False,1.0,1.0
23688,30421,40.79563,-73.93507,Private room in rental unit,Private room,1.0,1,90.0,2,5.0,False,1.0,2.0
23689,30422,40.63841,-73.89383,Entire rental unit,Entire home/apt,2.0,6,120.0,25,4.56,False,4.0,6.0
23690,30423,40.63725,-73.89452,Entire rental unit,Entire home/apt,5.0,8,216.0,37,4.54,False,4.0,6.0
23691,30424,40.72827,-73.8024,Entire rental unit,Entire home/apt,2.0,3,120.0,42,4.64,False,2.0,3.0
23692,30425,40.72665,-73.80493,Entire townhouse,Entire home/apt,5.0,9,265.0,47,4.62,False,2.0,3.0
23693,30426,40.78079,-73.97832,Entire rental unit,Entire home/apt,2.0,2,150.0,1,0.0,False,1.0,4.0
23694,30427,40.69348,-73.97038,Entire rental unit,Entire home/apt,1.0,2,120.0,11,4.27,True,4.0,4.0
23695,30430,40.73412,-74.00849,Entire rental unit,Entire home/apt,2.0,5,275.0,4,4.33,False,1.0,1.0
23696,30431,40.72959,-73.99964,Entire rental unit,Entire home/apt,1.0,3,150.0,18,4.69,False,1.0,3.0
23697,30432,40.72527,-73.99149,Private room in rental unit,Private room,1.0,1,76.0,87,4.92,True,1.0,1.0
23698,30433,40.84327,-73.9392,Private room in rental unit,Private room,1.0,2,50.0,10,4.9,False,1.0,1.0
23699,30435,40.70573,-73.92476,Private room in rental unit,Private room,2.0,4,155.0,4,4.75,False,1.0,2.0
23700,30436,40.71064619297651,-73.81583511829376,Entire rental unit,Entire home/apt,2.0,2,72.0,23,4.7,True,1.0,1.0
23701,30437,40.756329,-73.90759880000002,Private room in rental unit,Private room,1.0,2,119.0,11,4.82,False,1.0,1.0
