,Unnamed: 0,latitude,longitude,property_type,room_type,beds,accommodates,price,number_of_reviews,review_scores_rating,host_is_superhost,host_listings_count,host_total_listings_count
0,0,40.68457,-73.91181,Private room in rental unit,Private room,1.0,1,65.0,5,4.8,False,1.0,2.0
1,3,40.6818,-73.93121,Entire rental unit,Entire home/apt,1.0,2,70.0,2,5.0,False,1.0,2.0
2,4,40.68209,-73.94279,Entire rental unit,Entire home/apt,2.0,4,170.0,88,4.98,True,1.0,1.0
3,5,40.72625,-73.98691,Private room in condo,Private room,1.0,1,140.0,61,4.43,False,2.0,9.0
4,6,40.72813,-73.98801,Private room in condo,Private room,1.0,1,125.0,41,4.29,False,2.0,9.0
5,7,40.75413,-73.86037,Private room in rental unit,Private room,1.0,2,43.0,3,5.0,False,1.0,2.0
6,8,40.73779,-73.98032,Entire rental unit,Entire home/apt,1.0,2,170.0,9,4.67,False,1.0,2.0
7,9,40.67742,-73.94956,Entire rental unit,Entire home/apt,2.0,2,72.0,6,5.0,False,1.0,1.0
8,11,40.76529849242509,-73.76707003373029,Entire home,Entire home/apt,7.0,10,400.0,36,4.97,True,1.0,1.0
9,12,40.66262,-73.7488,Private room in home,Private room,1.0,1,75.0,63,4.7,False,2.0,5.0
10,13,40.67025,-73.74414,Private room in home,Private room,1.0,1,74.0,45,4.4,False,2.0,5.0
11,14,40.71446363220053,-73.9513380099022,Entire rental unit,Entire home/apt,1.0,2,833.0,1,5.0,False,3.0,8.0
12,15,40.713428622981766,-73.95141847068068,Entire rental unit,Entire home/apt,2.0,4,537.0,12,4.67,False,3.0,8.0
13,16,40.71323636227395,-73.953068106665,Entire rental unit,Entire home/apt,1.0,2,503.0,22,4.68,False,3.0,8.0
14,17,40.68305,-73.96615,Private room in rental unit,Private room,1.0,2,55.0,9,4.86,False,1.0,8.0
15,18,40.70411,-73.91063,Private room in rental unit,Private room,1.0,2,95.0,23,4.96,True,1.0,1.0
16,19,40.67312,-73.9572,Private room in rental unit,Private room,1.0,2,50.0,1,4.0,False,2.0,2.0
17,20,40.67377,-73.95887,Private room in rental unit,Private room,1.0,2,50.0,1,5.0,False,2.0,2.0
18,21,40.71477,-73.9611,Entire rental unit,Entire home/apt,1.0,2,190.0,10,4.7,False,1.0,1.0
19,22,40.66635,-73.73751,Private room in rental unit,Private room,1.0,1,90.0,16,4.81,True,3.0,11.0
20,23,40.66634,-73.73651,Entire guest suite,Entire home/apt,2.0,3,120.0,1,5.0,True,3.0,11.0
21,24,40.66852,-73.73619,Private room in home,Private room,1.0,1,75.0,10,4.78,True,3.0,11.0
22,25,40.69203952168524,-73.95262915236663,Entire rental unit,Entire home/apt,1.0,2,200.0,2,5.0,False,1.0,1.0
23,26,40.69475,-73.94682,Shared room in rental unit,Shared room,1.0,2,116.0,115,4.67,True,1.0,2.0
24,27,40.90376,-73.89966,Entire rental unit,Entire home/apt,4.0,6,350.0,22,4.91,True,1.0,1.0
25,28,40.71947,-73.98819,Entire rental unit,Entire home/apt,1.0,2,125.0,12,4.45,False,1.0,2.0
26,30,40.81767,-73.8899,Private room in rental unit,Private room,1.0,1,70.0,14,4.79,False,2.0,7.0
27,31,40.81767,-73.8899,Private room in rental unit,Private room,1.0,2,60.0,27,4.67,False,2.0,7.0
28,32,40.7476,-73.86454,Shared room in rental unit,Shared room,1.0,1,180.0,5,5.0,False,5.0,5.0
29,33,40.74771687147563,-73.86537279299243,Shared room in rental unit,Shared room,1.0,1,180.0,1,5.0,False,5.0,5.0
30,34,40.748131058876425,-73.86527207070972,Shared room in rental unit,Shared room,1.0,1,180.0,1,5.0,False,5.0,5.0
32,36,40.7607,-73.91915,Private room in rental unit,Private room,1.0,1,55.0,2,3.0,False,1.0,5.0
33,39,40.71497,-73.96214,Entire loft,Entire home/apt,2.0,2,139.0,6,4.5,False,2.0,4.0
34,41,40.6947487,-73.7705501,Entire home,Entire home/apt,4.0,5,393.0,1,5.0,False,1.0,1.0
35,42,40.68904,-73.96375,Entire rental unit,Entire home/apt,1.0,4,160.0,2,4.0,True,3.0,7.0
36,44,40.71767,-73.99719,Private room in rental unit,Private room,1.0,2,170.0,4,4.5,False,3.0,3.0
37,46,40.72233,-73.99655,Entire rental unit,Entire home/apt,1.0,2,150.0,1,0.0,False,1.0,1.0
38,47,40.77588661805344,-73.97915303544487,Entire rental unit,Entire home/apt,2.0,4,160.0,1,5.0,True,2.0,2.0
39,48,40.72637,-73.98188,Private room in rental unit,Private room,1.0,2,133.0,191,4.71,False,1.0,1.0
40,49,40.76575,-73.98766,Entire rental unit,Entire home/apt,3.0,5,184.0,25,4.48,False,1.0,2.0
41,50,40.68374,-73.93222,Entire townhouse,Entire home/apt,4.0,7,680.0,2,5.0,False,1.0,1.0
42,51,40.65673,-73.74378,Private room in guest suite,Private room,3.0,9,250.0,23,4.91,True,2.0,6.0
43,52,40.65518,-73.74398,Private room in guest suite,Private room,3.0,7,250.0,25,4.96,True,2.0,6.0
44,53,40.72968,-73.95446,Entire rental unit,Entire home/apt,1.0,1,210.0,1,5.0,False,1.0,2.0
45,54,40.69493,-73.94314,Shared room in townhouse,Shared room,2.0,2,194.0,416,4.86,True,1.0,1.0
46,56,40.77298,-73.95813,Private room in rental unit,Private room,1.0,1,60.0,5,5.0,True,1.0,1.0
47,57,40.69441,-73.94922,Private room in rental unit,Private room,1.0,1,35.0,2,4.5,False,1.0,1.0
48,58,40.69696,-73.91438,Private room in rental unit,Private room,1.0,1,27.0,1,5.0,False,1.0,1.0
49,59,40.80384,-73.95123,Entire rental unit,Entire home/apt,2.0,4,78.0,176,4.49,True,1.0,5.0
50,62,40.6769,-73.9454,Entire rental unit,Entire home/apt,5.0,4,145.0,71,4.79,False,1.0,1.0
51,63,40.64477,-73.95042,Entire rental unit,Entire home/apt,4.0,4,100.0,41,4.8,False,1.0,1.0
52,64,40.64149,-73.90458,Entire rental unit,Entire home/apt,3.0,5,261.0,33,4.97,True,1.0,5.0
54,66,40.83396394916302,-73.94370001905746,Entire condo,Entire home/apt,6.0,12,628.0,40,4.45,False,13.0,13.0
55,67,40.8353,-73.94369,Entire rental unit,Entire home/apt,3.0,4,329.0,64,4.28,False,13.0,13.0
56,68,40.840131668138056,-73.94581294497729,Entire rental unit,Entire home/apt,3.0,4,330.0,15,4.27,False,13.0,13.0
57,69,40.83395,-73.94327,Entire home,Entire home/apt,7.0,12,720.0,84,4.67,False,13.0,13.0
58,70,40.71988,-73.95494,Entire rental unit,Entire home/apt,2.0,4,225.0,3,5.0,False,1.0,1.0
59,71,40.66793,-73.9809,Entire rental unit,Entire home/apt,2.0,2,150.0,64,4.75,False,2.0,2.0
60,72,40.76212,-73.98152,Private room in condo,Private room,2.0,4,173.0,125,4.95,True,1.0,3.0
61,73,40.77201,-73.92197,Entire rental unit,Entire home/apt,1.0,4,100.0,2,5.0,False,1.0,1.0
62,74,40.67588,-73.95163,Entire rental unit,Entire home/apt,4.0,5,300.0,4,4.5,False,1.0,1.0
63,75,40.654193437527645,-73.73819118899867,Private room in home,Private room,2.0,2,150.0,38,4.95,True,1.0,1.0
64,76,40.80922148559623,-73.94402696822137,Entire rental unit,Entire home/apt,5.0,8,374.0,65,4.65,False,1.0,1.0
65,78,40.71359,-73.93627,Entire rental unit,Entire home/apt,1.0,4,119.0,10,4.5,False,1.0,1.0
66,79,40.67656,-73.93325,Private room in rental unit,Private room,1.0,1,50.0,12,4.89,False,1.0,2.0
67,80,40.83175,-73.94819,Private room in rental unit,Private room,4.0,4,65.0,2,5.0,False,1.0,1.0
68,81,40.59508,-73.7782,Entire home,Entire home/apt,1.0,2,180.0,29,5.0,False,1.0,1.0
69,82,40.67596,-73.74764,Private room in home,Private room,1.0,1,50.0,7,4.29,False,1.0,2.0
70,83,40.68102,-73.97028,Entire guest suite,Entire home/apt,2.0,2,293.0,116,4.89,True,1.0,1.0
71,84,40.72113235966562,-73.97943508589647,Entire rental unit,Entire home/apt,3.0,5,232.0,22,4.59,False,4.0,4.0
72,85,40.72245571745163,-73.97931341946745,Entire rental unit,Entire home/apt,3.0,5,166.0,23,4.78,False,4.0,4.0
73,86,40.722192444335306,-73.97941362560886,Entire rental unit,Entire home/apt,3.0,7,257.0,22,4.41,False,4.0,4.0
74,87,40.72224823492312,-73.97740433331978,Entire rental unit,Entire home/apt,5.0,10,386.0,24,4.58,False,4.0,4.0
75,88,40.79847,-73.94833,Private room in rental unit,Private room,1.0,2,95.0,169,4.85,False,3.0,4.0
76,89,40.79643,-73.94781,Entire rental unit,Entire home/apt,1.0,2,225.0,4,4.75,False,3.0,4.0
77,90,40.79706,-73.94769,Entire rental unit,Entire home/apt,2.0,4,220.0,7,4.71,False,3.0,4.0
78,92,40.70228,-73.9418,Entire rental unit,Entire home/apt,1.0,3,92.0,4,5.0,False,1.0,2.0
79,93,40.69234,-73.94526,Entire loft,Entire home/apt,2.0,4,679.0,61,4.85,True,2.0,3.0
80,94,40.69316,-73.94386,Private room in loft,Private room,1.0,3,199.0,79,4.86,True,2.0,3.0
81,95,40.75183,-73.88318,Private room in rental unit,Private room,1.0,1,40.0,1,5.0,False,1.0,1.0
82,96,40.68455,-73.91776,Entire rental unit,Entire home/apt,2.0,4,166.0,94,4.98,True,1.0,2.0
83,97,40.67118,-73.97533,Entire rental unit,Entire home/apt,1.0,2,170.0,3,4.33,False,1.0,1.0
84,98,40.67607,-73.98493,Entire rental unit,Entire home/apt,2.0,5,671.0,81,5.0,True,2.0,2.0
85,99,40.67974,-73.96149,Entire rental unit,Entire home/apt,2.0,3,290.0,3,5.0,True,5.0,9.0
86,100,40.7549,-73.8334,Entire rental unit,Entire home/apt,2.0,4,160.0,12,4.92,True,1.0,4.0
87,102,40.81167,-73.9248,Private room in home,Private room,1.0,3,45.0,1,1.0,False,4.0,11.0
88,103,40.86908,-73.90796,Private room in rental unit,Private room,1.0,2,55.0,4,4.5,False,3.0,11.0
89,104,40.86852,-73.90666,Private room in rental unit,Private room,2.0,2,60.0,3,3.0,False,3.0,11.0
90,105,40.73068,-73.95731,Entire rental unit,Entire home/apt,1.0,1,250.0,3,4.67,False,1.0,2.0
91,106,40.74858,-73.99569,Entire rental unit,Entire home/apt,1.0,2,151.0,2,5.0,False,1.0,1.0
92,108,40.80681,-73.94752,Entire rental unit,Entire home/apt,2.0,4,150.0,1,4.0,False,1.0,2.0
93,110,40.73995,-74.00014,Entire rental unit,Entire home/apt,1.0,3,107.0,3,4.33,False,1.0,1.0
94,111,40.62527,-73.91304,Entire rental unit,Entire home/apt,3.0,6,421.0,12,4.92,True,5.0,8.0
95,112,40.62639588296448,-73.91319416051385,Entire rental unit,Entire home/apt,1.0,2,209.0,6,5.0,True,5.0,8.0
96,113,40.6249731873742,-73.91179161091863,Entire rental unit,Entire home/apt,2.0,4,271.0,4,4.75,True,5.0,8.0
97,114,40.62644,-73.91136,Entire rental unit,Entire home/apt,1.0,2,221.0,3,5.0,True,5.0,8.0
98,115,40.66419,-73.98738,Entire rental unit,Entire home/apt,2.0,4,200.0,3,5.0,False,1.0,1.0
99,116,40.67574,-73.94092,Entire guest suite,Entire home/apt,2.0,6,194.0,73,4.96,False,1.0,1.0
100,117,40.68129,-73.93004,Entire townhouse,Entire home/apt,2.0,3,211.0,253,4.85,True,1.0,1.0
101,119,40.67628,-73.93727,Entire rental unit,Entire home/apt,2.0,4,93.0,2,5.0,False,1.0,4.0
102,120,40.67785,-73.94008,Entire rental unit,Entire home/apt,2.0,6,133.0,7,4.57,False,10.0,12.0
103,121,40.67741,-73.9238,Entire rental unit,Entire home/apt,3.0,4,139.0,215,4.64,False,10.0,12.0
104,122,40.7479,-73.88179,Entire rental unit,Entire home/apt,2.0,3,95.0,1,0.0,False,1.0,1.0
105,123,40.77641,-73.92013,Casa particular,Entire home/apt,1.0,2,115.0,8,5.0,False,1.0,1.0
106,124,40.71453,-73.96772,Entire rental unit,Entire home/apt,1.0,2,190.0,3,5.0,False,2.0,2.0
107,125,40.74122,-73.98136,Entire rental unit,Entire home/apt,2.0,4,275.0,3,4.5,False,1.0,1.0
108,126,40.7028062,-73.72808739999999,Private room in home,Private room,2.0,2,113.0,18,4.94,False,1.0,1.0
109,127,40.79432,-73.94929,Entire rental unit,Entire home/apt,1.0,2,68.0,4,4.0,False,1.0,2.0
110,128,40.71721,-73.95995,Entire rental unit,Entire home/apt,1.0,3,226.0,156,4.77,False,2.0,3.0
111,129,40.72195,-74.00194,Private room in loft,Private room,1.0,1,75.0,1,3.0,False,1.0,2.0
112,130,40.69711,-73.90798,Entire rental unit,Entire home/apt,2.0,4,201.0,31,4.84,True,3.0,4.0
113,131,40.68808767830416,-73.93034701487349,Entire rental unit,Entire home/apt,6.0,6,228.0,68,4.46,False,1.0,1.0
114,133,40.81677968336764,-73.94264315144777,Private room in rental unit,Private room,1.0,1,63.0,5,4.2,False,3.0,4.0
115,136,40.77217,-73.95836,Private room in rental unit,Private room,2.0,2,161.0,297,4.61,False,1.0,1.0
116,137,40.71732,-73.96622,Entire loft,Entire home/apt,1.0,3,235.0,27,4.59,False,2.0,2.0
117,138,40.71759,-73.9661,Entire rental unit,Entire home/apt,1.0,3,234.0,10,4.9,False,2.0,2.0
118,141,40.83674,-73.85827,Private room in condo,Private room,1.0,2,45.0,96,4.51,False,2.0,2.0
119,142,40.83815,-73.85849,Shared room in rental unit,Shared room,1.0,1,45.0,57,4.72,False,2.0,2.0
120,144,40.83915,-73.92612,Private room in home,Private room,1.0,1,60.0,4,5.0,False,3.0,3.0
121,145,40.84106,-73.92465,Private room in home,Private room,1.0,1,60.0,5,5.0,False,3.0,3.0
122,146,40.7073,-73.93873,Private room in rental unit,Private room,1.0,2,65.0,1,5.0,False,1.0,1.0
123,147,40.58072,-74.00185,Entire rental unit,Entire home/apt,2.0,4,137.0,3,5.0,False,3.0,7.0
124,148,40.5807,-74.00203,Entire rental unit,Entire home/apt,2.0,4,114.0,5,4.6,False,3.0,7.0
125,149,40.79071,-73.96779,Entire rental unit,Entire home/apt,2.0,2,195.0,29,4.83,True,4.0,4.0
126,151,40.79154,-73.96565,Entire rental unit,Entire home/apt,1.0,2,160.0,1,5.0,True,4.0,4.0
127,152,40.79184,-73.96757,Entire rental unit,Entire home/apt,1.0,2,145.0,14,4.79,True,4.0,4.0
128,153,40.65889,-73.94986,Entire rental unit,Entire home/apt,2.0,4,249.0,273,4.92,False,2.0,3.0
129,154,40.82188,-73.95719,Entire rental unit,Entire home/apt,4.0,8,469.0,1,5.0,False,1.0,2.0
130,155,40.87946,-73.90577,Private room in rental unit,Private room,1.0,2,63.0,23,4.91,True,1.0,1.0
131,156,40.70888,-73.96442,Entire condo,Entire home/apt,1.0,2,247.0,2,5.0,True,1.0,2.0
132,158,40.67903,-73.97856,Entire rental unit,Entire home/apt,2.0,4,170.0,9,4.88,False,1.0,1.0
133,159,40.72019,-73.95509,Entire rental unit,Entire home/apt,2.0,4,225.0,17,4.94,True,4.0,4.0
135,161,40.8018831,-73.96190469999999,Private room in rental unit,Private room,1.0,2,110.0,10,4.7,False,2.0,2.0
136,163,40.69213,-73.93788,Private room in rental unit,Private room,1.0,2,39.0,5,5.0,True,2.0,2.0
137,164,40.72392,-73.99469,Entire rental unit,Entire home/apt,2.0,4,250.0,40,4.75,True,1.0,1.0
138,165,40.71971,-73.95561,Entire rental unit,Entire home/apt,1.0,2,171.0,4,5.0,False,1.0,2.0
139,166,40.68687,-73.93001,Private room in rental unit,Private room,1.0,2,60.0,1,5.0,False,1.0,1.0
140,167,40.5986,-73.75043,Private room in townhouse,Private room,1.0,1,114.0,24,4.67,True,1.0,1.0
141,168,40.69771,-73.73025,Private room in home,Private room,1.0,1,59.0,1,5.0,False,2.0,2.0
142,169,40.69861200213239,-73.72841347686192,Private room in home,Private room,1.0,1,55.0,1,5.0,False,2.0,2.0
143,170,40.74922,-73.91782,Private room in townhouse,Private room,2.0,1,85.0,39,4.97,True,4.0,4.0
144,171,40.74675,-73.91822,Private room in townhouse,Private room,2.0,2,111.0,42,4.76,True,4.0,4.0
145,172,40.74725,-73.91684,Private room in bed and breakfast,Private room,2.0,3,111.0,2,5.0,True,4.0,4.0
146,173,40.74694,-73.91699,Private room in townhouse,Private room,2.0,1,78.0,21,5.0,True,4.0,4.0
147,174,40.69614,-73.91173,Entire rental unit,Entire home/apt,1.0,2,156.0,109,4.65,False,1.0,2.0
148,175,40.69506,-73.91499,Private room in home,Private room,1.0,4,154.0,68,4.74,False,1.0,3.0
149,179,40.71443,-73.954,Entire loft,Entire home/apt,1.0,1,105.0,4,5.0,False,2.0,4.0
150,180,40.71226051838039,-73.9611518623279,Entire rental unit,Entire home/apt,1.0,1,95.0,1,5.0,False,2.0,4.0
151,184,40.71881,-73.96339,Entire rental unit,Entire home/apt,1.0,2,200.0,2,5.0,False,1.0,1.0
152,185,40.71073,-73.95263,Entire rental unit,Entire home/apt,2.0,4,250.0,8,5.0,False,1.0,1.0
153,186,40.82816,-73.94809,Private room in rental unit,Private room,1.0,3,50.0,1,4.0,False,1.0,1.0
154,187,40.70222,-73.78522,Entire home,Entire home/apt,1.0,2,500.0,3,4.67,False,1.0,2.0
155,188,40.67982,-73.99979,Private room in home,Private room,1.0,2,150.0,124,4.73,True,2.0,2.0
156,189,40.67961,-73.9993,Private room in home,Private room,1.0,2,150.0,142,4.77,True,2.0,2.0
157,190,40.84918,-73.93442,Private room in condo,Private room,1.0,1,62.0,12,4.58,False,2.0,3.0
158,191,40.84913,-73.9359,Private room in condo,Private room,1.0,1,62.0,5,4.2,False,2.0,3.0
159,192,40.71957,-73.95346,Entire rental unit,Entire home/apt,1.0,3,133.0,3,3.67,False,1.0,1.0
160,193,40.82258,-73.953,Private room in rental unit,Private room,1.0,1,55.0,13,5.0,False,1.0,6.0
161,194,40.58406,-73.9405,Entire home,Entire home/apt,4.0,7,215.0,18,4.78,True,2.0,2.0
162,195,40.76595,-73.92611,Private room in rental unit,Private room,1.0,1,95.0,28,4.86,True,2.0,2.0
163,196,40.76557,-73.9283,Private room in rental unit,Private room,1.0,1,80.0,17,4.94,True,2.0,2.0
164,197,40.69539,-73.94954,Entire rental unit,Entire home/apt,1.0,1,121.0,108,4.98,True,2.0,3.0
165,199,40.70727,-73.95185,Entire loft,Entire home/apt,2.0,5,200.0,2,5.0,False,1.0,1.0
166,200,40.68180400247658,-73.99845505469206,Entire rental unit,Entire home/apt,1.0,2,349.0,14,5.0,True,3.0,7.0
167,201,40.65500996480782,-73.96123271934725,Private room in rental unit,Private room,1.0,2,85.0,7,5.0,True,3.0,3.0
168,202,40.65609,-73.96062,Private room in condo,Private room,1.0,2,120.0,150,4.94,True,3.0,3.0
169,203,40.65507353963559,-73.96029600659247,Entire rental unit,Entire home/apt,3.0,5,220.0,24,4.96,True,3.0,3.0
170,204,40.69199,-73.94747,Entire rental unit,Entire home/apt,1.0,2,120.0,5,5.0,False,1.0,1.0
171,206,40.869,-73.89349,Private room in rental unit,Private room,2.0,2,70.0,24,5.0,False,1.0,1.0
172,207,40.73859,-73.8292,Private room in home,Private room,1.0,2,58.0,21,4.52,False,2.0,2.0
173,208,40.73887,-73.82936,Private room in home,Private room,3.0,2,75.0,271,4.71,False,2.0,2.0
174,209,40.66094968501433,-73.947600312531,Entire rental unit,Entire home/apt,1.0,2,135.0,7,4.57,False,1.0,1.0
175,210,40.7248022,-73.8568384,Private room in casa particular,Private room,1.0,2,47.0,2,4.5,False,1.0,2.0
176,212,40.72447,-73.98861,Entire rental unit,Entire home/apt,1.0,2,125.0,3,4.33,True,2.0,3.0
177,213,40.58866,-73.81553,Entire bungalow,Entire home/apt,3.0,4,225.0,109,4.94,True,1.0,1.0
178,214,40.62831,-73.93634,Entire rental unit,Entire home/apt,2.0,3,152.0,2,5.0,False,1.0,1.0
180,216,40.72521,-74.00275,Private room,Private room,1.0,1,109.0,5,4.8,True,2.0,5.0
181,217,40.726124,-74.003654,Entire rental unit,Entire home/apt,1.0,1,150.0,221,4.68,True,2.0,5.0
182,219,40.76541,-73.98741,Private room in rental unit,Private room,1.0,2,83.0,1,4.0,False,1.0,1.0
183,221,40.70332,-73.74896,Private room in rental unit,Private room,1.0,2,59.0,70,4.63,False,4.0,8.0
184,222,40.70529,-73.74926,Private room in rental unit,Private room,1.0,2,60.0,41,4.32,False,4.0,8.0
185,223,40.70038,-73.74798,Private room in rental unit,Private room,1.0,2,60.0,74,4.58,False,4.0,8.0
186,224,40.66770570062732,-73.74467980116606,Entire home,Entire home/apt,4.0,8,300.0,16,4.69,False,4.0,8.0
187,225,40.72711,-73.94777,Entire rental unit,Entire home/apt,1.0,2,70.0,35,4.69,False,1.0,3.0
188,226,40.82446,-73.94711,Private room in rental unit,Private room,1.0,2,84.0,4,5.0,False,2.0,6.0
189,227,40.82605,-73.94424,Private room in rental unit,Private room,1.0,1,64.0,1,5.0,False,2.0,6.0
190,228,40.79699,-73.97077,Private room in condo,Private room,1.0,2,210.0,54,4.87,True,1.0,1.0
191,229,40.70676,-73.93484,Entire loft,Entire home/apt,1.0,3,125.0,7,5.0,False,1.0,1.0
192,230,40.68589,-73.92974,Entire guest suite,Entire home/apt,1.0,2,132.0,322,4.7,False,1.0,1.0
193,232,40.69146,-73.91714,Entire townhouse,Entire home/apt,2.0,5,139.0,41,4.9,True,1.0,1.0
194,233,40.66617,-73.97593,Entire rental unit,Entire home/apt,1.0,2,230.0,7,4.86,False,1.0,1.0
195,235,40.72997,-74.0025,Entire rental unit,Entire home/apt,2.0,3,220.0,3,4.0,False,1.0,1.0
196,236,40.71726,-73.87628,Entire vacation home,Entire home/apt,2.0,4,139.0,1,4.0,False,10.0,10.0
197,237,40.71734,-73.87805,Entire townhouse,Entire home/apt,7.0,12,328.0,8,4.33,False,10.0,10.0
198,238,40.70453,-73.89898,Entire vacation home,Entire home/apt,4.0,6,245.0,3,4.67,False,10.0,10.0
199,239,40.70317,-73.89949,Entire rental unit,Entire home/apt,4.0,6,242.0,3,5.0,False,10.0,10.0
200,240,40.70465,-73.89909,Entire townhouse,Entire home/apt,11.0,16,485.0,8,4.25,False,10.0,10.0
201,243,40.70168806187555,-73.91857553611982,Private room in rental unit,Private room,1.0,2,78.0,133,4.69,False,1.0,3.0
202,244,40.65515,-73.94259,Entire rental unit,Entire home/apt,2.0,4,189.0,6,4.8,False,1.0,2.0
203,245,40.68352,-73.95952,Entire townhouse,Entire home/apt,4.0,6,888.0,8,4.5,False,1.0,1.0
204,246,40.87663,-73.91041,Private room in rental unit,Private room,1.0,2,50.0,2,5.0,False,1.0,1.0
205,247,40.76216,-73.98724,Private room in rental unit,Private room,2.0,4,100.0,1,5.0,False,1.0,1.0
206,248,40.77990336858067,-73.82054657981618,Entire home,Entire home/apt,4.0,13,628.0,105,4.84,True,1.0,4.0
207,249,40.65372763744712,-73.92504205435769,Entire rental unit,Entire home/apt,1.0,3,85.0,19,4.47,False,1.0,2.0
208,250,40.70076,-73.90682,Private room in rental unit,Private room,1.0,1,65.0,3,3.67,False,1.0,1.0
209,251,40.77125,-73.95355,Private room in rental unit,Private room,1.0,2,96.0,124,4.86,True,1.0,1.0
210,252,40.73678,-73.98022,Entire rental unit,Entire home/apt,1.0,2,180.0,1,5.0,False,2.0,10.0
211,253,40.68489,-73.90786,Private room in townhouse,Private room,1.0,2,80.0,3,4.67,False,2.0,2.0
212,254,40.70228,-73.92824,Private room in townhouse,Private room,1.0,2,49.0,2,5.0,False,2.0,2.0
213,255,40.68921,-73.95638,Private room in rental unit,Private room,1.0,3,40.0,5,4.5,False,1.0,2.0
214,256,40.63629,-74.07918,Entire rental unit,Entire home/apt,2.0,3,99.0,5,4.6,True,5.0,6.0
215,257,40.67555,-73.91053,Private room in rental unit,Private room,4.0,7,169.0,10,4.4,True,5.0,6.0
216,259,40.67737,-73.90923,Entire rental unit,Entire home/apt,3.0,6,169.0,9,4.67,True,5.0,6.0
217,261,40.68743,-73.96214,Entire rental unit,Entire home/apt,2.0,4,93.0,2,5.0,False,1.0,2.0
218,262,40.60909741012393,-74.15987169538148,Entire home,Entire home/apt,3.0,4,188.0,6,4.83,False,1.0,1.0
219,263,40.7924,-73.97028,Entire rental unit,Entire home/apt,5.0,7,525.0,17,5.0,False,1.0,2.0
220,264,40.76076,-73.99511,Entire rental unit,Entire home/apt,1.0,4,185.0,2,3.0,False,3.0,3.0
221,265,40.75999,-73.99538,Entire rental unit,Entire home/apt,1.0,4,185.0,3,3.33,False,3.0,3.0
222,267,40.71585,-73.99039,Entire condo,Entire home/apt,2.0,4,231.0,107,4.97,True,8.0,8.0
223,268,40.71575,-73.99065,Entire rental unit,Entire home/apt,1.0,4,214.0,141,4.91,True,8.0,8.0
224,269,40.6745,-73.99911,Entire rental unit,Entire home/apt,4.0,6,216.0,170,4.88,True,8.0,8.0
225,270,40.59365,-73.99391,Entire condo,Entire home/apt,2.0,3,126.0,126,4.95,True,8.0,8.0
226,271,40.72571,-73.99746,Private room in rental unit,Private room,1.0,1,129.0,1,4.0,False,1.0,2.0
227,272,40.7355,-74.00142,Entire rental unit,Entire home/apt,1.0,2,175.0,19,5.0,False,2.0,2.0
228,274,40.78539,-73.97698,Private room in rental unit,Private room,1.0,1,65.0,2,5.0,False,1.0,1.0
229,275,40.6336198,-74.1538838,Entire home,Entire home/apt,1.0,2,105.0,3,5.0,True,2.0,5.0
231,277,40.65055,-74.00967,Entire condo,Entire home/apt,1.0,2,119.0,8,4.5,False,1.0,1.0
232,280,40.77827,-73.94669,Entire rental unit,Entire home/apt,2.0,4,150.0,21,4.95,False,1.0,1.0
233,281,40.7081,-74.00787,Entire rental unit,Entire home/apt,1.0,2,175.0,2,5.0,False,1.0,1.0
234,282,40.78372,-73.95333,Entire rental unit,Entire home/apt,2.0,4,200.0,1,4.0,False,1.0,1.0
235,283,40.76771,-73.98588,Entire rental unit,Entire home/apt,2.0,4,259.0,16,4.94,False,1.0,6.0
236,284,40.73142691519439,-73.9544238162885,Entire rental unit,Entire home/apt,2.0,5,196.0,11,4.82,True,2.0,3.0
237,285,40.73508581660116,-73.95240112254429,Entire rental unit,Entire home/apt,1.0,3,138.0,1,5.0,True,2.0,3.0
238,288,40.65456,-73.95534,Private room in rental unit,Private room,1.0,2,50.0,12,4.78,False,1.0,1.0
239,289,40.76611,-73.98243,Entire rental unit,Entire home/apt,1.0,2,121.0,3,5.0,False,1.0,1.0
240,290,40.65252,-73.94599,Entire rental unit,Entire home/apt,1.0,3,155.0,50,4.88,True,1.0,4.0
241,292,40.69165,-73.94108,Private room in rental unit,Private room,1.0,1,31.0,2,5.0,False,1.0,3.0
244,295,40.71825,-73.95127,Entire home,Entire home/apt,3.0,8,400.0,118,4.62,False,3.0,5.0
245,297,40.6933,-73.96912,Entire rental unit,Entire home/apt,3.0,5,125.0,91,4.81,True,1.0,1.0
246,298,40.79973,-73.94444,Private room in rental unit,Private room,2.0,2,118.0,18,4.71,False,1.0,1.0
248,300,40.70633,-73.95024,Private room in rental unit,Private room,1.0,2,85.0,1,5.0,False,1.0,2.0
249,301,40.6859,-73.9351,Entire townhouse,Entire home/apt,2.0,4,129.0,10,4.75,False,2.0,4.0
250,302,40.71271,-73.75437,Shared room in rental unit,Shared room,2.0,4,131.0,133,4.98,True,1.0,1.0
251,303,40.70615,-73.83281,Entire condo,Entire home/apt,2.0,6,175.0,1,3.0,False,1.0,2.0
252,304,40.78887,-73.9798,Entire rental unit,Entire home/apt,1.0,4,180.0,1,5.0,False,1.0,2.0
253,305,40.81004,-73.94114,Entire townhouse,Entire home/apt,6.0,10,500.0,18,5.0,True,1.0,1.0
254,306,40.77045,-73.96166,Entire rental unit,Entire home/apt,1.0,2,105.0,14,4.64,False,1.0,1.0
